"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20" "21" "22" "23" "24" "25" "26" "27" "28" "29" "30" "31" "32" "33" "34" "35" "36" "37" "38"
"AB002332_at" 7.21431912080077 8.08060717621321 6.27416355544348 6.24817726589654 5.49185309632967 4.32192809488736 7.23160015581276 6.59088247226497 6.78429044473447 4.32192809488736 4.32192809488736 7.18852377884339 6.71098764264776 8.33339077704758 6.99509766955057 7.64423579641838 5.90625769582171 5.69568618817046 6.01328593792246 4.82085076454183 6.68244023399537 5.69568618817046 4.32192809488736 4.7882460991099 6.36448027969509 6.12928301694497 4.32192809488736 7.35384327496412 6.94004307854061 5.50821178492934 7.12901180817626 6.98269341968628 6.3088180125611 7.75681964410318 6.22120550638601 7.86434907819569 7.42051431460941 7.49753673483326
"AB002365_at" 6.09025173645653 6.72037928098721 4.32192809488736 6.11291957073608 7.49417135633472 4.32192809488736 4.32192809488736 6.43265178233666 4.32192809488736 7.03153797835038 4.32192809488736 5.11948723780324 7.40626095961596 6.23185275058551 6.71623282565675 6.29944905005452 4.32192809488736 4.32192809488736 7.78170481460055 5.65971429022194 6.57105402598886 7.45846057904875 6.09636839447223 4.7882460991099 5.92855733384831 4.32192809488736 5.99494885372281 5.9976251928121 4.32192809488736 6.40267550877172 5.40043006856608 4.32192809488736 5.53097096256479 4.32192809488736 7.32761173339095 4.32192809488736 4.48169323010945 4.32192809488736
"AB002380_at" 4.32192809488736 5.24392558288609 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.66196557032646 4.64991794256193 4.32192809488736 5.70554144878526 6.36816180013853 4.32192809488736 7.90285109437846 9.38305054395892 7.72747267683811 4.32192809488736 4.32192809488736 4.32192809488736 6.84779915519546 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 5.77027266536964 5.76818432477693 4.32192809488736 6.16040222732381 6.02002957095925 6.04180322664017 6.67205308160538 5.75418426303627
"AB002409_at" 6.95603218979588 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 5.92949202454565 4.32192809488736 7.70116964228562 6.20379875463092 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 6.01240400511402 7.18056352188866 5.69568618817046 4.32192809488736 6.7117122509206 4.32192809488736 6.79919639867044 4.6316557361692 4.32192809488736 4.32192809488736 4.5169440772925 6.27195440905384 6.53548002872993 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 5.86809147988151 4.32192809488736 5.04554413539455 4.32192809488736 4.89417954385896 4.32192809488736
"AB003103_at" 4.73791442355976 6.42869075014493 7.19073440757779 7.07962513063765 6.92356206362207 4.32192809488736 7.90189897750451 6.81967490544591 7.55277020091954 7.58337973035847 5.77478705960117 6.75348068094922 8.19326596461956 8.46234082206561 5.94713705027723 7.6733555728638 4.79646660591487 5.30570178047278 6.82370243870966 5.10687283090701 6.71460705006769 4.32192809488736 5.6123835414759 6.61819227985948 7.75409633403786 7.22184147511611 6.96790879651887 6.13415607669838 7.34102130687109 4.81141694738084 5.82085076454183 4.32192809488736 5.79578334990357 6.20585754205257 6.80565903019559 6.88810233594197 4.48169323010945 6.63700613450618
"AB003698_at" 6.68779004591636 7.11099835571113 7.88344718239692 6.76434783141253 6.27783796537833 7.4414153326906 8.81807756221133 7.74208778648979 7.02338960345779 8.40289986069518 7.81664685970556 7.37320859983106 8.09636839447223 8.99658498415744 4.32192809488736 8.50173244824822 6.12792646297488 7.04870196084192 7.34616377681683 7.48508780824238 8.35047398362514 7.3724068798655 8.22945131275591 8.01504818778436 8.50173244824822 8.52701393591009 7.78403209015252 6.93710274973769 8.04338710278606 7.24917584357329 7.22247716362205 5.45251220469751 6.50110386859662 6.8102333709551 6.96152585218536 6.36148211131822 6.01416733192659 4.78961944051859
"AB006781_s_at" 4.32192809488736 5.85240630568296 6.49248571858971 6.15987133677839 6.07400058144378 8.46277131667258 5.12003319619798 4.32192809488736 5.52809420180923 4.32192809488736 5.15721394969276 8.04021760970983 7.23425019774386 6.75453592544895 7.98853520793031 5.82621394930892 7.46739103888776 7.65407067222491 6.8703647195834 6.13226295330625 7.5701553060866 7.3724068798655 6.29607093669096 7.79825861489094 5.65369364490253 4.32192809488736 7.57005541375207 8.01504818778436 6.64537401741698 5.23488044328308 7.84779915519546 7.79825861489094 6.63127280450381 6.20585754205257 4.79099147584872 6.66458763135881 5.58891184630513 6.79578334990357
"AC000061_cds2_at" 8.45835264540558 9.55706055931545 8.0118157502472 10.0256495673484 7.75488750216347 9.22476332579919 6.51320813638506 7.61954429351841 8.54094372540033 8.09761634066644 8.27728740013036 9.05034989556161 7.57085435883182 6.75453592544895 9.14012341644956 9.04708802730198 8.10735475046895 8.50487124499193 10.035450275842 7.74757467155618 9.01218343764651 8.33150628656376 7.58802418568113 8.3719485540604 8.05870384826891 8.15721394969276 8.23676952963508 8.33826723252193 8.08955501792225 8.49827186608019 6.03400251351186 8.64091084670769 8.25701558232653 6.85650743710717 8.79236220758213 4.32192809488736 8.00059309149484 8.98674025274898
"AC000099_at" 7.69082507309945 6.54608213157739 6.19967234483636 7.85068034792683 5.68391802674009 6.93400117906899 6.75348068094922 5.82219343103324 6.87457697087032 6.80192103600698 6.84631515536543 6.99137266092062 6.82017896241519 4.32192809488736 4.32192809488736 6.69641852069425 5.18617941516637 6.01475462891858 8.47124736888449 6.97516917690411 6.51403918193851 6.85634361549331 4.32192809488736 7.60421181474366 7.5853579221409 5.69091694402259 7.29655400886721 7.2580080632606 7.06012704562305 6.79868495581455 7.31312171325609 7.41173397024449 6.66720493550707 7.69605240090015 4.32192809488736 4.32192809488736 7.57205194747908 7.36378894750029
"AC002073_cds1_at" 6.89130405727577 4.32192809488736 7.29860526298228 4.32192809488736 6.58851739789778 6.35755200461808 6.93167061740625 6.76574410061505 4.32192809488736 7.64091084670769 7.26023865215505 4.82955584341592 5.96365663963594 4.32192809488736 7.59893401384312 7.91241665724111 8.26814182030691 6.45705681144939 4.32192809488736 7.78403209015252 4.32192809488736 6.74819284958946 5.7674875389431 4.32192809488736 8.02382729220289 4.32192809488736 4.32192809488736 7.38120139058459 7.84185397491041 7.7858396014028 7.94759849120261 4.32192809488736 9.22082379053753 4.32192809488736 7.08158855376295 4.32192809488736 7.75488750216347 8.22894523714224
"AD000092_cds1_at" 7.44207045797586 8.97758120679242 4.32192809488736 4.32192809488736 7.39930603653346 9.75229260755605 6.78893293322946 6.43265178233666 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 9.16080026706723 9.42317121230488 8.42350298074164 5.13090919976703 4.32192809488736 6.68133089519339 4.32192809488736 6.32595631721288 8.916429500879 7.16345106255968 7.42228612329498 7.83455421441952 6.82905505253757 8.50293646094317 8.3740098745203 9.35262426767496 5.97245081425164 8.96415083696443 4.32192809488736 4.32192809488736 9.53368833768332 8.9668469316598 7.6920189390151 7.83712993694938 4.32192809488736
"AD000092_cds7_s_at" 5.43418925150649 4.32192809488736 4.32192809488736 8.13685623664977 4.32192809488736 7.05156672556578 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 8.98674025274898 9.34732996800545 8.25042309448601 4.32192809488736 7.0088708726358 5.31717456491673 7.5861484399913 8.01137440163593 4.32192809488736 9.0800460891703 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 8.46964181723952 4.32192809488736 4.32192809488736 6.28540221886225 8.28643616910549 4.32192809488736 4.32192809488736 7.60284534886974
"AF000177_at" 4.32192809488736 6.99196930900228 8.08955501792225 7.40570131996393 4.32192809488736 4.32192809488736 8.42117899789272 7.61374100717 5.15614962279765 6.9603068448962 7.03400251351186 4.32192809488736 7.96304816428281 8.33339077704758 4.32192809488736 8.67354154708782 6.5956010211675 5.57583776634607 8.18278637234835 8.40160936042671 6.80972582652035 4.32192809488736 8.03182814227752 6.83272348850623 9.07491606413535 6.36309728386377 4.32192809488736 7.15827749197527 4.32192809488736 6.47103339854062 4.32192809488736 6.58337973035847 6.83571801342083 7.947906036512 4.32192809488736 5.25689147418926 4.32192809488736 6.23185275058551
"AF000231_at" 7.12629691268015 6.39141319520865 7.5352753766208 7.14130048159711 5.8358841938093 4.32192809488736 8.19598729802851 6.70754077451624 7.99569277940366 5.70554144878526 4.32192809488736 7.69879603730401 8.70799478057496 8.25782202508533 6.28637536901104 7.73399647387375 4.32192809488736 7.43155258606186 4.32192809488736 6.15401861053295 6.06891967015889 4.32192809488736 6.69275313498051 5.49353947295756 6.8586354270013 4.32192809488736 4.32192809488736 5.0773779416461 4.32192809488736 5.19397919109865 4.32192809488736 5.58179522164247 5.19242260575698 4.32192809488736 4.32192809488736 5.93818672609806 6.77062042842806 4.32192809488736
"AF000424_s_at" 11.5833178681375 4.32192809488736 9.04992018099105 4.32192809488736 4.32192809488736 10.8221095509762 9.34826224270082 9.6768849901622 9.72563533375111 10.6522553236535 4.32192809488736 9.23267337829722 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 10.9106230079146 11.7263638289455 4.32192809488736 12.0428023510194 9.12398522778052 11.1635007184872 9.6496343661402 9.93880577568528 8.7674875389431 12.3958159613781 4.32192809488736 9.43797103571479 9.255836123739 10.9284794156154 10.0632531466098 4.32192809488736 9.12561738978082 10.7854202023652 10.5207995811358 11.9997126336311 11.828731532683 7.91241665724111
"AF000560_at" 8.66589687696448 8.22850227530854 7.71821739990202 8.45050586295929 9.42568522055708 4.32192809488736 8.77920095950689 6.18069437264753 4.32192809488736 4.32192809488736 8.84482962747627 4.32192809488736 6.76469702542147 4.32192809488736 8.21137601933746 8.57035507000839 4.32192809488736 5.82420509072365 4.32192809488736 4.32192809488736 8.18448389126 8.44436105656378 7.88103343741211 4.32192809488736 7.16517147147168 8.9335741911749 8.13138315801539 7.64290673594586 8.401216370239 9.11818975797343 4.32192809488736 7.40200224359303 9.6775573861113 8.42001560110296 8.11955549390246 8.78949074528285 7.66159060085303 7.80887952213702
"AF001294_at" 4.32192809488736 7.48953110512687 4.32192809488736 7.91886323727459 8.5486191403571 7.19812189327296 4.32192809488736 4.32192809488736 6.81647844844746 7.2496748733399 5.01063852044635 6.8713378697322 4.32192809488736 8.2892302071917 4.32192809488736 6.20996632387111 4.32192809488736 4.32192809488736 7.42007102222894 4.32192809488736 4.32192809488736 7.02338960345779 4.32192809488736 6.24667810222763 5.12384913089434 5.54973401241017 7.82236117651809 5.28540221886225 4.32192809488736 7.34067001551571 8.33374384513456 4.32192809488736 4.32192809488736 6.20585754205257 8.71889333580835 8.42466356981604 8.65708334894671 5.02119916570583
"AF001359_f_at" 5.86125018991169 6.42869075014493 8.6582114827518 6.98688991767374 6.62012334030157 6.01973702405753 5.90372331652984 9.183765953927 6.94590581910296 4.32192809488736 9.65076833754139 7.37320859983106 4.32192809488736 4.32192809488736 4.32192809488736 8.09761634066644 6.82487502110062 8.66734501432011 4.32192809488736 4.32192809488736 7.37755303702749 9.13908007044364 9.02746954367263 8.30083420120934 7.19579308721299 7.78403209015252 8.62873331175533 9.14573107801119 9.85810372371855 6.18330889862748 4.32192809488736 4.32192809488736 6.68133089519339 8.43835414170085 4.74501082272223 5.73221206419557 4.32192809488736 4.32192809488736
"AF002020_at" 5.33468493782343 7.7696638782318 7.08438881675563 7.75066291630174 7.57802502408014 7.86092360359657 7.71297944032213 7.93306940613614 8.46964181723952 8.15014810946628 7.55942740861402 8.46320168285994 7.03660744056484 8.68700726129715 7.59893401384312 7.75409633403786 7.87700153315889 7.83878925628911 8.53014961609177 6.88505410508577 7.01622182627974 7.43484766562344 6.79714953849135 7.76242575210567 6.65633076935693 7.69293662560599 7.85240630568296 7.34312726059319 4.32192809488736 7.04209133348903 8.39716795995346 7.94421115870737 6.52397456725413 7.29595014336892 6.75136787357982 4.32192809488736 5.16040222732381 6.94405699991673
"AF002224_at" 7.2298307530003 9.00776499192584 7.22196863522733 9.00066721079106 9.72424456799721 9.17272357092618 6.80294144984715 8.85781734076396 7.66027743968231 9.13097691762199 9.05781363644464 4.32192809488736 6.07512724689806 9.20765657413502 9.27318213020775 8.92184093707449 7.43616359308551 7.3382085780369 9.53808680158084 8.51445452526681 8.57862097384733 9.04762620578433 8.56455065649256 9.03204572693081 8.16794626702035 6.10879954402104 9.72424456799721 9.39621042519267 8.80904882273463 8.90300971945184 7.44686564155637 8.48762851046795 9.23122118071119 8.50706434656585 7.76417320270798 9.32290656514672 8.52994420638958 9.03675202091681
"AF003743_at" 8.75725840662622 9.18598387945834 7.1422414427566 9.60754932977223 9.86943150098491 9.75229260755605 6.67539997197561 8.19598729802851 8.4457772257817 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 9.02586808577068 4.32192809488736 8.51476595431084 9.41918402863144 8.19993059151044 9.76334342757797 8.8783736452484 4.32192809488736 9.21412736230498 4.32192809488736 6.13415607669838 6.31669834935179 8.25490429062316 9.62371306471184 6.23815328920838 6.3209786410585 7.32014735607964 9.47951437356946 4.8703647195834 4.32192809488736 4.32192809488736 8.80565903019559 8.93818672609806 8.91902011163357 7.12139718896375
"AF005043_at" 5.63242129471244 7.03516083958042 6.52025681133334 6.15987133677839 4.32192809488736 5.73221206419557 7.26875743586602 5.90277177530095 6.32808436076319 6.15960581822774 6.80345138624394 6.26974187469023 6.87392973216907 8.19715201421735 4.32192809488736 5.02353551446079 4.70116964228562 6.01475462891858 5.66533591718518 6.53363711380074 6.92356206362207 6.60186850880202 6.18409233336891 6.24667810222763 4.9201177547805 5.77582683985583 4.32192809488736 5.63624300566485 4.32192809488736 4.32192809488736 4.32192809488736 5.82621394930892 4.32192809488736 6.02994103273326 4.32192809488736 5.44817065751228 4.53997504594785 4.32192809488736
"AF005887_at" 7.35986512847562 6.792533457513 7.56665495246269 7.44316167279295 7.51756579462205 4.32192809488736 7.12588923734915 6.66627072901137 6.81647844844746 6.87942202761553 7.03400251351186 6.2336196767597 7.76207600785162 4.32192809488736 4.32192809488736 4.85536029496844 6.52191033018585 6.75295276911523 4.32192809488736 6.90594114177965 7.8151304501799 5.85339164097969 6.09636839447223 6.03920767264312 7.4236135532683 6.2084269016647 4.32192809488736 7.2580080632606 4.32192809488736 7.19760470558473 7.19333081796254 4.32192809488736 5.03978486610586 4.32192809488736 6.53302228530608 6.83155727038323 7.16345106255968 7.91241665724111
"AF006041_at" 9.79497156288093 8.96456887175036 8.88083210958962 10.1623581995293 11.2110077091438 8.30354043918331 10.3741529124678 8.56384854188307 9.91821595017443 9.17446581749889 10.166856805159 10.1705180929372 9.68230161328511 9.27275254663751 9.62282248990253 10.5377548276074 6.32358813703423 9.79403102794275 8.72249298846554 7.45640845773873 10.7321339458578 9.37149008260476 9.1601036254308 9.58530850039001 9.55089864002692 9.58664229377385 6.41718629689166 8.97995161658868 10.1487441567218 9.8187923817621 9.31401670390136 8.98569216331612 9.44299804317811 9.55241630799866 9.12398522778052 10.5780746959644 9.28314929179952 9.89981402859276
"AF007111_at" 8.14787435794616 8.76067618235343 6.75207248655641 7.12738348402948 7.33961562792823 4.32192809488736 8.09053032968726 7.28503711825524 7.8115014514102 6.84680999160451 8.07357785495517 8.24254735138175 8.28296646775034 7.22374770094846 9.03675202091681 8.01820017881323 7.13577677903047 5.12330461492604 6.43199236507483 5.35384327496412 8.36758718148239 8.23601419190008 7.05727924556514 6.20996632387111 7.70572332020572 7.25664322588082 8.6501069625479 6.78032391471921 9.11206220157738 7.38881037958792 4.32192809488736 6.62954835309084 6.22577823617583 7.14277885942919 5.36401942837639 7.39930603653346 7.06835401830264 7.14170382581694
"AF007551_at" 6.83688087436078 6.37366652557395 7.89330153086056 8.81618368143234 8.40200224359303 8.01966387806209 6.81681525130667 8.24936299996467 8.19138394837526 5.1052193120545 6.07512724689806 7.74297418061997 6.26826496443578 7.62849350605992 5.9781835846888 8.42813974565407 6.93926988861864 4.32192809488736 4.32192809488736 4.53670733211393 4.32192809488736 6.36816180013853 5.7674875389431 4.32192809488736 5.78927622770839 7.59511022509511 7.52335560619742 8.53102228119675 7.94205143518893 6.27367292628014 7.94759849120261 8.17341414673137 7.94266882903205 7.16451001850475 6.12928301694497 6.00473791900666 7.68613188145721 5.12711191790334
"AF008445_at" 6.63433341565622 4.32192809488736 4.32950131459216 4.32192809488736 4.32192809488736 7.01885902725132 7.33492011510668 6.34686360464568 4.32192809488736 6.12330461492604 4.32192809488736 4.32192809488736 9.99703087970755 10.3412554535958 6.28637536901104 7.51466215209898 8.24599046456703 6.07174460750341 4.32192809488736 6.01446101030743 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 7.43331089833422 10.545764691559 4.32192809488736 4.32192809488736 9.53368833768332 4.32192809488736 4.32192809488736 4.32192809488736 9.9592775057205
"AF009301_at" 7.94421115870737 7.070474070177 7.68022070272545 6.30522176215496 7.90102565136554 6.01973702405753 8.7301572608671 8.23033651813813 6.71388389464358 8.97607416075452 7.45489449833344 7.03660744056484 9.19928488812908 4.32192809488736 6.89002422127177 9.01291853143644 6.63700613450618 6.55721175087315 5.76469702542147 6.57404572203754 6.08662512030884 6.36816180013853 4.32192809488736 5.93880577568528 8.64608494979271 8.47924843409685 5.89481776330794 6.88296475636304 6.3209786410585 6.51029570128314 6.5722514489716 6.64689024986436 4.85798099512757 7.47679948809086 6.14170382581694 4.32192809488736 7.94928917966647 6.66720493550707
"AF009426_at" 4.79646660591487 5.35384327496412 6.72289738791903 4.32192809488736 7.26530660036247 4.32192809488736 6.96836364231347 8.0281241735141 7.3382085780369 5.12711191790334 4.32192809488736 6.85634361549331 7.45077715332676 8.27991598443661 4.32192809488736 6.76644172879155 4.32192809488736 4.32192809488736 4.32192809488736 5.81984294400424 5.49353947295756 6.85634361549331 4.84680999160451 4.32192809488736 4.95725481278506 6.28003812769037 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736
"AF009674_at" 4.32192809488736 8.14599916219683 7.66065275056915 4.32192809488736 8.2394101017636 4.32192809488736 4.32192809488736 6.90594114177965 4.32192809488736 4.32192809488736 4.32192809488736 7.53261225402838 7.73006785516938 9.66809187170419 4.32192809488736 8.67354154708782 6.74801625432137 7.17807509988577 4.32192809488736 4.32192809488736 4.32192809488736 8.58496250072116 7.45077715332676 4.32192809488736 4.32192809488736 5.72756224350217 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 4.32192809488736 5.89130405727577 5.42317121230488 7.84152296767232 6.44795323681397 4.32192809488736 4.32192809488736 8.46169483920069
"AF010193_at" 6.09025173645653 4.32192809488736 7.19073440757779 6.85404815750565 9.07878284490337 9.69710474498184 8.77920095950689 6.97516917690411 7.77634644909642 8.49153668114234 8.60225932420219 7.02090685590017 9.94417262055399 9.05077948217745 9.7142229188826 6.98059058427261 9.30836897120014 7.4236135532683 9.60674610842035 9.05464001630506 6.08662512030884 6.98209292226205 7.59952139053885 9.14650168581503 6.69641852069425 7.19876811726625 7.99137266092062 6.29510430681165 7.97690323088416 8.5440493074551 7.35128798157413 7.93135959120242 8.75418426303627 7.69605240090015 8.58337973035847 7.81226176501984 7.59442282997022 7.40648475470535
"AF012024_s_at" 7.76888077424297 7.29389510798058 6.29050394950642 7.50528923573537 5.9781835846888 6.69568618817046 6.47530678744979 7.17951628834961 7.45229543735567 7.83953532780675 4.32192809488736 6.45164493984368 6.34546360934815 7.4761599483504 4.32192809488736 6.14707100105809 7.51029570128314 7.08158855376295 6.65933873508748 5.47658633967636 6.68244023399537 7.91854943737322 7.74208778648979 6.97607416075452 7.22196863522733 7.55378084547288 6.8713378697322 5.24492710673116 6.11154753540595 4.9808911770523 6.60888703905942 5.38324954226039 5.08298936467103 6.41206837898639 4.32192809488736 6.00473791900666 5.74004701085257 4.32192809488736
"AF012270_at" 4.32192809488736 6.6094703782577 4.3510554575925 7.75962542117013 8.55489173737263 7.39299522172986 4.32192809488736 4.89417954385896 6.5853579221409 8.30857854122834 7.39130012690333 7.17755067420174 5.99940666458514 7.73470962022584 7.79749088358721 5.85371993658718 6.81074073689699 6.93322474342198 5.76469702542147 7.12384913089434 7.49332878364855 4.32192809488736 4.32192809488736 6.13415607669838 5.08410903491806 6.55277020091954 6.99047722588149 4.32192809488736 7.08885796276017 6.64840489046636 7.80072964028231 7.87829296888652 7.6920189390151 7.12684030064924 6.12928301694497 7.81226176501984 5.84746950934897 7.62666967895805
